EmployeeNumber,Age,Gender,MaritalStatus_Single,MaritalStatus_Married,OverTime,Attrition,MonthlyIncome,JobLevel,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,PerformanceRating,SatisfactionIndex,IncomePerJobLevel,AttritionRiskScore,RiskBand
1046,32,0,True,False,0,0,4025,1,10,8,7,4,3,3,3,3.0,4025.0,0.16382311130200009,Low
1047,34,1,False,False,0,0,9725,2,16,15,0,2,4,2,3,3.0,4862.5,0.007986399276484219,Low
1048,59,1,False,True,1,0,11904,3,14,6,0,2,4,1,3,2.5,3968.0,0.08274125281178278,Low
1049,45,1,True,False,0,0,2177,1,6,6,0,2,2,3,3,2.0,2177.0,0.1983029609627917,Low
1050,53,0,False,True,0,0,7525,3,30,15,6,3,2,3,3,2.25,2508.3333333333335,0.03895224292446445,Low
1052,36,1,False,False,0,1,4834,2,9,1,0,1,3,2,3,2.0,2417.0,0.34889780435727646,Medium
1053,26,1,False,True,1,1,2042,1,6,3,1,1,1,3,3,1.75,2042.0,0.87614829940855,High
1055,34,0,False,True,1,0,2220,1,1,1,0,3,3,3,3,3.25,2220.0,0.3225270237678526,Medium
1056,28,1,False,True,0,0,1052,1,1,1,0,4,2,3,4,2.75,1052.0,0.21934149986873674,Low
1060,38,1,False,True,0,0,2821,1,8,2,2,3,3,3,3,2.5,2821.0,0.030611028716827048,Low
1061,50,1,False,True,1,0,19237,5,29,8,7,2,3,2,3,2.75,3847.4,0.011044500750262733,Low
1062,37,0,True,False,0,0,4107,2,8,4,0,4,2,2,3,2.25,2053.5,0.027653072988322685,Low
1066,40,1,False,True,0,0,8396,2,8,7,7,3,1,2,3,2.0,4198.0,0.35131250524396757,Medium
1068,26,0,False,False,0,0,2007,1,5,5,1,1,3,3,3,2.5,2007.0,0.045690750375996333,Low
1069,46,1,False,False,0,0,19627,5,23,2,2,4,4,3,3,3.75,3925.4,0.0017149511885592287,Low
1070,54,0,False,True,0,0,10686,3,13,9,7,3,3,3,3,2.75,3562.0,0.10832959754138875,Low
1071,56,0,False,True,0,0,2942,1,18,5,0,1,3,3,3,2.25,2942.0,0.008528565271398727,Low
1073,36,0,True,False,0,0,8858,3,15,14,7,4,4,2,3,3.0,2952.6666666666665,0.029777162796611974,Low
1074,55,1,True,False,0,0,16756,4,31,9,6,3,1,4,3,2.5,4189.0,0.02798122103500395,Low
1076,43,1,False,False,0,0,10798,3,18,1,0,3,4,3,3,3.25,3599.3333333333335,0.07350495382928768,Low
1077,20,0,True,False,1,1,2323,1,2,2,0,4,4,3,3,3.25,2323.0,0.7725085524318465,High
1079,21,0,True,False,0,1,1416,1,1,1,1,3,1,2,3,1.75,1416.0,0.7641984151443117,High
1080,46,0,False,False,1,0,4615,2,19,16,1,4,1,3,4,2.25,2307.5,0.03622417639491405,Low
1081,51,1,False,True,1,1,2461,1,18,10,2,1,3,4,3,2.75,2461.0,0.05421387076968143,Low
1082,28,1,True,False,0,1,8722,3,10,10,1,2,1,2,3,1.5,2907.3333333333335,0.16829018850958505,Low
1083,26,1,False,True,0,0,3955,1,6,5,1,1,1,3,3,1.5,3955.0,0.2967368840991737,Low
1084,30,1,False,True,0,0,9957,2,7,6,0,3,1,2,3,2.25,4978.5,0.03287170087633766,Low
1085,41,0,False,True,0,0,3376,1,10,10,0,2,3,3,3,2.75,3376.0,0.005951641836414476,Low
1088,38,0,False,True,0,0,8823,3,20,19,1,3,3,2,3,2.25,2941.0,0.008703499242702322,Low
1092,40,1,False,True,0,0,10322,3,14,11,11,1,4,3,4,3.0,3440.6666666666665,0.052799488151573586,Low
1094,27,1,False,True,0,0,4621,1,3,3,1,1,3,3,3,2.75,4621.0,0.02113924839378622,Low
1096,55,1,False,True,0,0,10976,3,23,3,1,4,2,3,3,2.75,3658.6666666666665,0.006924173655439104,Low
1097,28,0,True,False,0,0,3660,2,10,8,1,3,3,4,3,3.5,1830.0,0.005743742566546761,Low
1098,44,1,False,True,0,1,10482,3,24,20,3,2,1,3,3,2.5,3494.0,0.09803156640436192,Low
1099,33,1,False,False,0,0,7119,3,9,3,1,4,4,3,3,3.5,2373.0,0.011597822804911702,Low
1100,35,1,True,False,1,1,9582,3,9,8,4,4,1,3,4,2.25,3194.0,0.5042934028940836,Medium
1101,33,0,True,False,0,1,4508,2,14,13,3,1,3,3,4,2.25,2254.0,0.23512588270844595,Low
1102,28,1,False,False,0,0,2207,1,4,4,2,1,3,2,3,2.5,2207.0,0.1953542628809212,Low
1103,34,1,True,False,0,0,7756,2,7,6,0,1,4,2,3,2.5,3878.0,0.10822489278651276,Low
1105,37,0,False,False,1,0,6694,2,8,1,0,4,4,3,3,3.5,3347.0,0.06280885548070132,Low
1106,25,1,False,True,1,1,3691,1,7,7,5,4,4,4,3,3.5,3691.0,0.11059531438910875,Low
1107,26,1,False,False,0,1,2377,1,1,1,0,1,3,2,4,2.25,2377.0,0.45472104563414995,Medium
1108,33,1,True,False,1,1,2313,1,5,2,2,1,2,3,4,2.0,2313.0,0.9396019434040527,High
1109,42,1,False,True,0,0,17665,4,23,22,13,4,1,3,3,3.0,4416.25,0.026373698131375023,Low
1111,28,1,False,False,0,1,2596,1,1,1,0,1,2,3,3,1.75,2596.0,0.5333341310051307,Medium
1113,50,1,True,False,1,1,4728,2,5,0,0,4,3,3,3,3.5,2364.0,0.18033032043793198,Low
1114,33,0,False,True,0,0,4302,2,4,3,0,4,2,3,3,3.0,2151.0,0.04432395694260816,Low
1115,34,1,False,True,0,0,2979,1,6,0,0,3,4,3,3,3.5,2979.0,0.004284681769610585,Low
1116,48,1,True,False,0,0,16885,4,27,5,2,1,4,2,4,2.5,4221.25,0.0036237284409037793,Low
1117,45,0,False,True,0,0,5593,2,15,15,4,2,3,3,3,3.0,2796.5,0.0035224361714660747,Low
1118,52,1,True,False,0,0,10445,3,18,8,4,2,2,3,3,2.75,3481.6666666666665,0.04741432252125992,Low
1119,38,1,False,False,1,0,8740,3,9,8,2,3,3,3,3,2.75,2913.3333333333335,0.1407631294223715,Low
1120,29,0,False,False,0,0,2514,1,11,7,1,3,4,3,4,2.75,2514.0,0.029120672233542675,Low
1121,28,0,False,False,0,0,7655,3,10,9,1,4,2,2,3,2.5,2551.6666666666665,0.0016984990409975615,Low
1124,46,1,False,True,0,0,17465,4,23,12,4,1,3,3,3,2.75,4366.25,0.02002419908410492,Low
1125,38,1,True,False,0,0,7351,3,10,1,0,4,2,3,3,3.0,2450.3333333333335,0.26239036364322094,Low
1126,43,0,False,True,0,0,10820,3,18,8,0,3,1,3,3,2.5,3606.6666666666665,0.17024526558578498,Low
1127,39,1,False,False,0,1,12169,4,21,18,11,1,4,3,3,3.0,3042.25,0.043340901144981056,Low
1128,40,1,True,False,0,0,19626,5,21,20,4,3,3,4,3,2.75,3925.2,0.010516936502980028,Low
1131,21,0,True,False,1,0,2070,1,2,2,2,4,2,4,3,3.25,2070.0,0.3269548476035213,Medium
1132,39,1,True,False,0,0,6782,2,9,5,0,3,2,2,3,2.5,3391.0,0.27089246269289796,Low
1133,36,1,True,False,0,0,7779,2,18,11,0,1,4,3,4,2.25,3889.5,0.016789329656947242,Low
1135,31,1,False,True,0,0,2791,1,3,2,2,3,4,3,3,2.75,2791.0,0.2034463036281419,Low
1136,28,1,False,True,0,0,3201,1,6,5,0,1,2,1,3,1.25,3201.0,0.1822210775130186,Low
1137,35,1,False,False,0,0,4968,2,5,5,0,4,4,3,3,3.75,2484.0,0.024043061799733426,Low
1138,49,1,False,True,0,0,13120,4,22,9,2,4,2,3,3,2.75,3280.0,0.10330384739724674,Low
1140,34,1,True,False,0,0,4033,2,5,3,0,4,3,2,3,3.25,2016.5,0.048394196202549,Low
1143,29,0,False,False,0,0,3291,1,8,7,1,4,2,2,3,3.0,3291.0,0.01791996270652764,Low
1148,42,1,True,False,0,0,4272,2,16,1,0,2,4,3,3,2.5,2136.0,0.6883513359125484,High
1150,29,1,False,True,1,0,5056,2,10,10,1,2,4,2,3,2.75,2528.0,0.12973132147211397,Low
1152,38,1,False,True,0,0,2844,1,7,7,5,3,3,4,3,3.5,2844.0,0.027806076253524846,Low
1154,28,1,False,False,1,0,2703,1,3,3,0,3,3,3,3,3.25,2703.0,0.2652454375456872,Low
1156,18,1,True,False,0,1,1904,1,0,0,0,3,3,3,3,3.25,1904.0,0.33645835341208713,Medium
1157,33,0,True,False,1,1,8224,2,6,5,0,1,1,3,3,1.5,4112.0,0.7762240039605234,High
1158,41,1,False,True,1,0,4766,1,6,1,0,2,4,3,3,2.5,4766.0,0.39242677753403593,Medium
1160,31,1,False,True,0,1,2610,1,2,2,2,3,3,2,3,2.75,2610.0,0.22432551030399053,Low
1161,37,0,False,False,0,0,5731,2,9,6,1,3,4,3,3,3.25,2865.5,0.03260656542307326,Low
1162,27,1,False,True,0,0,2539,1,4,4,2,4,3,3,3,3.25,2539.0,0.061950356040753336,Low
1163,34,0,False,True,0,0,5714,2,6,6,1,2,3,2,4,2.0,2857.0,0.08303228336404088,Low
1164,35,1,True,False,0,0,4323,1,6,5,1,3,3,1,3,2.25,4323.0,0.14629173515755856,Low
1165,29,0,False,True,0,1,7336,3,11,11,3,4,1,1,3,1.75,2445.3333333333335,0.2248506785607527,Low
1166,40,0,True,False,0,0,13499,3,20,18,2,2,3,2,3,2.5,4499.666666666667,0.0159891908987238,Low
1167,42,1,True,False,1,1,13758,4,22,21,13,3,1,2,3,2.0,3439.5,0.8947810908831887,High
1171,42,1,True,False,0,0,5155,2,9,6,1,2,1,4,3,2.75,2577.5,0.17536975129275778,Low
1172,35,1,False,True,0,0,2258,1,10,8,1,4,3,3,3,3.0,2258.0,0.08367532492421322,Low
1173,24,1,True,False,0,0,3597,1,6,4,1,4,2,3,4,3.25,3597.0,0.466580022495567,Medium
1175,28,0,False,True,1,1,2515,1,1,1,0,3,4,2,3,3.25,2515.0,0.36356233852412173,Medium
1177,26,1,False,True,0,0,4420,1,8,8,0,1,4,3,4,2.5,4420.0,0.008960147880165538,Low
1179,30,1,False,True,0,0,6578,2,10,10,1,3,3,3,3,2.5,3289.0,0.08230257137260943,Low
1180,40,0,False,True,1,0,4422,2,16,1,0,3,4,1,3,3.0,2211.0,0.35921574899447173,Medium
1182,35,1,False,False,0,0,10274,3,15,7,6,3,2,4,3,2.75,3424.6666666666665,0.026116949310936888,Low
1184,34,1,True,False,0,0,5343,2,14,13,4,4,1,3,4,2.75,2671.5,0.025203781433997444,Low
1185,35,1,False,True,0,0,2376,1,2,2,2,4,4,4,3,3.5,2376.0,0.06827019662562202,Low
1188,43,0,True,False,0,1,5346,2,7,4,1,1,3,2,3,2.0,2673.0,0.7286846091238647,High
1190,32,0,False,False,0,0,2827,1,1,1,0,3,1,3,3,2.5,2827.0,0.023149740308577315,Low
1191,56,0,False,False,0,0,19943,5,28,5,4,4,1,3,3,3.0,3988.6,0.015876415961465603,Low
1192,29,0,False,True,0,0,3131,1,10,10,0,2,4,3,3,2.5,3131.0,0.010340472299577236,Low
1193,19,1,True,False,0,0,2552,1,1,1,0,3,1,3,4,2.5,2552.0,0.18748831399481172,Low
1195,45,0,False,True,1,0,4477,1,7,3,0,1,3,2,3,2.25,4477.0,0.08675180929130143,Low
1196,37,0,False,True,0,0,6474,2,14,14,3,4,4,2,3,3.0,3237.0,0.0030922124357101685,Low
1198,20,1,True,False,0,0,3033,1,2,2,1,1,3,2,3,1.75,3033.0,0.7556720003709131,High
1200,44,1,True,False,1,1,2936,1,6,6,0,3,3,3,3,3.0,2936.0,0.08501538821131881,Low
1201,53,0,False,False,0,0,18606,5,26,7,4,4,3,3,3,3.0,3721.2,0.0011764324119794664,Low
1202,29,0,False,True,1,0,2168,1,6,5,1,2,4,2,3,2.25,2168.0,0.48916465574404216,Medium
1203,22,1,False,True,1,1,2853,1,1,0,0,3,4,3,3,3.0,2853.0,0.31881806621815817,Medium
1204,46,0,False,True,0,0,17048,4,28,26,15,3,1,3,4,2.0,4262.0,0.13987937057961708,Low
1206,44,1,True,False,0,0,2290,1,6,0,0,4,3,3,3,3.5,2290.0,0.0653760053622928,Low
1207,33,1,False,True,0,0,3600,1,5,5,1,2,3,3,3,3.0,3600.0,0.05870106384961785,Low
1210,41,1,False,False,0,1,2107,1,5,1,0,1,1,1,3,1.0,2107.0,0.3278400599169512,Medium
1211,30,1,False,False,0,0,4115,2,8,4,0,3,1,3,3,2.5,2057.5,0.132568917138462,Low
1212,40,1,False,True,0,0,4327,2,5,0,0,2,2,3,3,2.75,2163.5,0.10493300977932997,Low
1215,50,0,False,True,0,0,17856,4,32,2,2,4,1,3,4,2.75,4464.0,0.005386124700287517,Low
1216,28,1,False,True,0,0,3196,1,6,6,3,4,1,3,3,2.75,3196.0,0.0853832964223177,Low
1217,46,1,False,True,0,0,19081,5,25,4,0,4,2,3,3,2.5,3816.2,0.004205645952694518,Low
1218,35,1,False,True,1,0,8966,2,15,7,1,3,1,3,3,2.75,4483.0,0.08325507036976887,Low
1219,24,0,False,True,0,1,2210,1,1,1,0,4,2,1,3,2.0,2210.0,0.4190036510855152,Medium
1220,33,0,False,True,0,0,4539,2,10,10,0,2,3,2,3,2.0,2269.5,0.18388701283747746,Low
1221,36,1,False,False,0,0,2741,1,7,7,1,3,3,3,3,3.0,2741.0,0.03859013711458531,Low
1224,30,1,False,False,0,0,3491,2,10,10,8,3,3,2,3,2.25,1745.5,0.047031172994728074,Low
1225,44,1,True,False,0,0,4541,2,20,20,13,4,4,3,4,3.25,2270.5,0.012750371235657839,Low
1226,20,1,True,False,0,0,2678,1,2,2,2,3,4,3,3,3.5,2678.0,0.31774360874238977,Medium
1228,46,1,False,False,0,0,7379,2,12,6,1,4,4,2,3,3.25,3689.5,0.0056786141074972795,Low
1231,42,1,False,True,0,0,6272,2,10,4,0,4,1,4,3,2.5,3136.0,0.008451058994996326,Low
1233,60,1,False,False,1,0,5220,2,12,11,1,2,4,3,3,2.75,2610.0,0.013076884378099118,Low
1234,32,0,False,True,0,0,2743,1,2,2,2,3,2,3,4,2.75,2743.0,0.27692325578756616,Low
1235,32,0,True,False,1,0,4998,2,10,8,0,4,3,3,3,3.5,2499.0,0.09988964852825856,Low
1237,36,0,False,False,1,0,10252,3,17,7,7,3,1,3,4,2.5,3417.3333333333335,0.3322408350090127,Medium
1238,33,1,False,True,0,0,2781,1,15,14,4,1,4,3,3,2.5,2781.0,0.007635840083821922,Low
1239,40,0,False,False,0,0,6852,2,7,5,1,2,2,4,3,2.5,3426.0,0.35232417361137114,Medium
1240,25,1,True,False,0,0,4950,2,5,4,1,3,4,3,3,3.0,2475.0,0.07359936492001481,Low
1241,30,1,False,True,1,0,3579,1,12,11,5,4,2,3,4,2.5,3579.0,0.0256839123733451,Low
1242,42,0,False,True,1,0,13191,3,20,1,0,1,1,3,3,2.0,4397.0,0.12679603820010238,Low
1243,35,0,False,True,1,0,10377,3,16,13,4,3,4,2,3,2.75,3459.0,0.07301791391817906,Low
1244,27,1,False,True,1,0,2235,1,9,9,6,1,1,2,3,2.0,2235.0,0.34139377445477015,Medium
1245,54,0,False,False,0,0,10502,3,33,5,1,4,3,1,3,2.25,3500.6666666666665,0.00794989459424793,Low
1246,44,0,False,True,0,0,2011,1,10,10,7,1,4,3,3,3.0,2011.0,0.004387286878558934,Low
1248,19,0,True,False,1,1,1859,1,1,1,0,1,2,4,4,2.25,1859.0,0.5764696163339964,Medium
1249,29,0,False,False,0,0,3760,1,3,3,1,1,4,3,3,2.25,3760.0,0.005955575019204474,Low
1250,54,1,False,True,0,0,17779,4,36,10,0,4,4,3,3,3.0,4444.75,0.00019523409782919282,Low
1251,31,1,False,True,1,0,6833,2,6,6,0,3,1,2,3,2.5,3416.5,0.1435519118865372,Low
1252,31,0,True,False,0,0,6812,2,10,10,1,3,1,3,3,2.25,3406.0,0.05689141892217604,Low
1254,59,0,True,False,0,0,5171,2,13,6,0,3,4,3,3,3.5,2585.5,0.03207910770530248,Low
1255,43,1,False,True,0,0,19740,5,25,8,0,3,4,3,3,3.0,3948.0,0.0024503211129590714,Low
1256,49,1,False,True,0,0,18711,5,23,1,0,1,3,4,3,2.75,3742.2,0.02118523770308278,Low
1257,36,1,False,True,0,0,3692,1,12,11,0,3,2,2,3,2.5,3692.0,0.03295529620879185,Low
1258,48,1,True,False,0,0,2559,1,7,1,0,4,2,2,3,2.75,2559.0,0.18342248666446573,Low
1259,27,1,False,False,0,0,2517,1,5,5,0,1,3,3,3,2.25,2517.0,0.018144661760988036,Low
1260,29,1,False,False,1,0,6623,2,6,6,1,3,4,3,3,3.0,3311.5,0.04153877230662863,Low
1263,48,1,True,False,0,0,18265,5,25,1,0,4,4,4,3,3.75,3653.0,0.002740133079096352,Low
1264,29,0,False,False,0,0,16124,4,9,7,1,4,4,2,3,3.0,4031.0,0.0020165661722957623,Low
1265,34,0,False,True,0,0,2585,1,2,1,0,3,3,2,3,3.0,2585.0,0.029435562322466077,Low
1267,44,1,False,True,0,0,18213,5,26,22,3,2,2,3,3,2.5,3642.6,0.017571512615730034,Low
1268,33,1,False,False,1,0,8380,3,10,9,0,4,3,3,3,3.5,2793.3333333333335,0.012721378921858682,Low
1269,19,0,True,False,1,0,2994,1,1,1,0,2,4,3,3,3.25,2994.0,0.46996243492926887,Medium
1270,23,1,False,True,0,0,1223,1,1,1,0,4,3,3,4,3.5,1223.0,0.03135635008866805,Low
1273,25,1,True,False,1,1,1118,1,1,1,1,3,4,3,3,3.5,1118.0,0.9796908982645032,High
1275,26,1,True,False,1,0,2875,1,8,8,2,3,4,2,4,2.75,2875.0,0.2662999497148389,Low
1277,45,0,True,False,1,1,18824,5,26,24,1,1,2,3,3,1.75,3764.8,0.38357448793293536,Medium
1278,55,1,False,False,1,0,13577,4,34,33,15,4,2,3,3,3.25,3394.25,0.037805576661069894,Low
1279,21,0,True,False,0,1,2625,1,2,2,2,1,3,1,4,2.0,2625.0,0.9183467292131691,High
1280,46,0,False,True,0,0,18789,5,26,11,0,4,2,3,3,3.0,3757.8,0.01041291716378279,Low
1281,34,0,True,False,1,0,4538,2,4,3,0,3,1,3,3,2.75,2269.0,0.43597524887529865,Medium
1282,51,1,False,False,1,0,19847,5,31,29,11,4,2,2,4,2.25,3969.4,0.3115034837739685,Medium
1283,59,1,True,False,0,0,10512,3,25,9,5,4,4,2,3,3.5,3504.0,0.005469046873550438,Low
1285,34,0,False,False,0,0,4444,2,15,11,5,3,2,4,3,3.0,2222.0,0.0898491209076762,Low
1286,28,1,True,False,1,0,2154,1,5,4,0,4,3,2,3,3.0,2154.0,0.6447339604068867,High
1288,44,1,False,False,0,0,19190,5,26,25,14,3,1,2,3,2.5,3838.0,0.009693060735793405,Low
1289,34,1,False,True,0,0,4490,2,14,10,1,3,2,4,3,3.25,2245.0,0.022964463433285356,Low
1291,35,1,False,True,1,0,3506,1,4,3,2,3,3,3,3,3.25,3506.0,0.08209488094903794,Low
1292,42,0,False,True,1,0,2372,2,18,1,0,2,2,3,3,2.75,1186.0,0.09849337063721292,Low
1293,43,0,True,False,0,0,10231,3,23,21,15,4,4,4,3,4.0,3410.3333333333335,0.0363475700806648,Low
1294,36,0,True,False,1,0,5410,2,18,16,5,3,2,3,3,3.0,2705.0,0.11715300315406592,Low
1295,44,0,False,True,0,1,7978,3,10,10,0,1,4,3,3,3.0,2659.3333333333335,0.0046794873864272335,Low
1296,28,1,False,True,1,0,3867,1,2,2,2,4,4,3,3,3.25,3867.0,0.5406364757101227,Medium
1297,51,0,True,False,0,0,2838,1,8,7,7,2,3,2,3,2.25,2838.0,0.32510444812694655,Medium
1298,30,0,True,False,1,0,4695,2,10,8,1,3,3,3,3,3.0,2347.5,0.0577058610439832,Low
1299,29,0,False,False,1,1,3339,1,10,7,7,2,3,3,3,2.25,3339.0,0.4944041971445453,Medium
1301,28,1,True,False,0,0,2080,1,5,3,1,4,1,2,3,2.25,2080.0,0.2839136107839894,Low
1303,25,0,True,False,0,0,2096,1,2,2,2,4,2,2,3,3.0,2096.0,0.0750556772657764,Low
1304,32,1,False,True,0,0,6209,2,10,10,0,3,4,4,3,3.5,3104.5,0.0015977409149184392,Low
1306,45,0,True,False,0,0,18061,5,22,0,0,2,2,3,4,2.5,3612.2,0.19607817878680026,Low
1307,39,0,False,False,1,0,17123,4,21,19,15,3,2,3,3,3.0,4280.75,0.4845511233827751,Medium
1308,58,1,False,False,0,0,2372,1,2,2,2,1,3,3,3,2.75,2372.0,0.023394779729629653,Low
1309,32,1,False,True,0,1,4883,2,10,10,1,4,3,3,3,2.75,2441.5,0.041251366390471174,Low
1310,39,1,True,False,0,1,3904,1,6,5,0,3,1,3,3,2.0,3904.0,0.1249643366678465,Low
1311,30,0,False,True,0,0,4627,2,10,9,6,1,4,3,3,2.25,2313.5,0.17544105223745166,Low
1312,36,0,False,True,0,0,7094,3,10,7,1,4,3,3,3,2.75,2364.6666666666665,0.022676584326360445,Low
1314,46,0,True,False,0,0,3423,1,10,7,5,4,1,4,3,3.0,3423.0,0.03235251349487597,Low
1315,28,0,False,True,0,0,6674,2,10,9,7,3,4,3,3,2.75,3337.0,0.009983636136122203,Low
1317,50,0,False,True,1,0,16880,4,25,3,1,4,1,3,3,2.5,4220.0,0.04257790366412688,Low
1318,40,1,True,False,1,1,9094,3,9,5,1,4,2,3,3,3.0,3031.3333333333335,0.8103307587923961,High
1319,52,1,True,False,1,1,8446,3,10,8,7,2,2,2,3,2.25,2815.3333333333335,0.783848029768001,High
1321,30,0,False,True,1,0,11916,3,9,9,0,2,1,3,4,2.5,3972.0,0.08181668519758323,Low
1322,39,1,True,False,0,0,4534,2,9,8,1,1,3,3,3,2.0,2267.0,0.043721205711719974,Low
1324,31,0,False,False,1,0,9852,3,10,10,9,4,3,2,3,2.5,3284.0,0.06922873125073427,Low
1329,41,1,True,False,0,0,6151,2,19,19,11,3,2,3,3,2.25,3075.5,0.20759192409903682,Low
1331,31,0,True,False,1,1,2302,1,3,3,2,4,2,4,3,2.75,2302.0,0.7598941449928891,High
1333,44,1,False,True,0,1,2362,1,10,3,1,1,1,4,3,2.25,2362.0,0.1743350104026041,Low
1334,42,1,False,True,1,0,17861,4,21,20,2,3,3,2,3,3.0,4465.25,0.01517252801618233,Low
1336,55,0,False,True,0,0,19187,5,23,19,9,4,3,3,3,3.5,3837.4,0.010102041153010478,Low
1338,56,1,True,False,0,0,19717,5,36,7,7,4,2,3,3,2.5,3943.4,0.01361500806955496,Low
1340,40,1,False,False,0,0,3544,1,6,4,0,3,3,3,3,2.75,3544.0,0.038380019250554884,Low
1344,34,1,False,False,0,0,8500,3,10,9,1,4,4,2,3,3.5,2833.3333333333335,0.0030275201910268204,Low
1346,40,1,True,False,0,0,4661,2,9,9,8,3,4,3,3,3.25,2330.5,0.018172080843010415,Low
1349,41,0,False,False,0,0,4103,2,10,9,1,3,1,3,3,2.75,2051.5,0.023023967357853767,Low
1350,35,1,True,False,1,0,4249,2,9,9,1,3,3,3,3,2.75,2124.5,0.33762906210927707,Medium
1352,51,1,False,False,1,0,14026,4,33,33,0,3,2,3,3,2.5,3506.5,0.0023725110852932207,Low
1355,38,0,False,False,0,0,6893,2,11,7,1,2,1,3,3,2.5,3446.5,0.019718611640031844,Low
1356,34,0,True,False,0,0,6125,2,10,10,9,3,1,4,3,3.0,3062.5,0.08587663505110134,Low
1358,25,1,False,True,0,0,3669,1,7,3,1,4,4,2,3,3.25,3669.0,0.025113641703822343,Low
1360,58,0,False,True,1,1,10008,3,31,10,5,3,1,2,3,2.5,3336.0,0.1011732441066157,Low
1361,40,1,False,True,0,0,2387,1,7,4,0,2,2,3,4,2.5,2387.0,0.09083652151053792,Low
1362,36,0,False,True,0,0,4639,2,17,15,6,1,1,2,3,2.0,2319.5,0.10319224537355612,Low
1363,48,1,True,False,0,0,7898,3,11,10,0,4,4,3,3,3.5,2632.6666666666665,0.0024540953106318686,Low
1364,27,0,False,True,0,0,2534,1,5,1,0,3,4,3,3,3.0,2534.0,0.12583185869088842,Low
1367,51,0,True,False,0,0,13142,4,29,5,0,4,2,2,3,2.5,3285.5,0.04202606918096969,Low
1368,18,0,True,False,0,0,1611,1,0,0,0,4,4,4,3,3.75,1611.0,0.03399904811295349,Low
1369,35,0,False,True,0,0,5363,2,10,9,0,4,4,3,3,3.25,2681.5,0.024754317848978528,Low
1371,27,1,True,False,0,0,5071,2,8,6,0,4,4,3,4,3.25,2535.5,0.3346329230549572,Medium
1372,55,1,True,False,1,1,13695,4,24,19,3,1,3,2,3,2.25,3423.75,0.5716746854697352,Medium
1373,56,1,False,True,1,0,13402,4,33,19,15,4,2,3,3,2.5,3350.5,0.15422029267327492,Low
1374,34,0,False,False,0,0,2029,1,5,5,0,1,3,3,4,2.5,2029.0,0.03028798768300671,Low
1375,40,0,False,False,0,0,6377,2,15,12,11,2,3,3,4,2.5,3188.5,0.004640154098500267,Low
1377,34,1,False,True,0,0,5429,2,10,8,7,2,3,3,3,2.25,2714.5,0.43074345720969803,Medium
1379,31,0,True,False,0,1,2785,1,3,1,0,3,4,4,3,3.5,2785.0,0.5597682361535992,Medium
1380,35,0,False,True,1,1,4614,2,5,4,3,4,3,2,3,3.0,2307.0,0.5720100458027121,Medium
1382,38,1,False,False,0,0,2610,1,4,4,0,4,3,3,3,3.5,2610.0,0.004011999107282085,Low
1383,34,0,True,False,0,0,6687,2,14,14,4,3,4,4,3,3.75,3343.5,0.0036749277707813104,Low
1387,28,1,False,True,0,0,4724,2,5,5,0,3,1,3,3,2.5,2362.0,0.331893865106733,Medium
1389,31,1,False,True,1,1,6179,2,10,10,6,4,3,2,3,3.25,3089.5,0.08229962466017965,Low
1390,39,1,False,True,1,0,6120,2,8,5,1,1,4,4,3,3.25,3060.0,0.22593503826415326,Low
1391,51,1,False,True,0,0,10596,3,14,4,3,2,2,3,3,2.25,3532.0,0.19623854880620256,Low
1392,41,0,False,False,1,0,5467,2,12,6,3,4,4,2,3,2.75,2733.5,0.14333490921404118,Low
1394,37,1,False,True,1,0,2996,1,8,6,1,3,3,3,3,3.25,2996.0,0.11832550715965517,Low
1395,33,1,False,True,0,0,9998,2,8,5,1,2,4,4,3,2.75,4999.0,0.23735933923284877,Low
1396,32,1,False,True,1,0,4078,2,4,3,1,3,2,2,3,2.0,2039.0,0.30123992261125127,Medium
1397,39,1,False,True,0,0,10920,3,13,6,0,3,3,3,4,2.75,3640.0,0.006053845917951381,Low
1399,25,1,False,True,0,0,6232,2,6,3,1,1,3,2,3,2.0,3116.0,0.27145484375307266,Low
1401,52,0,False,True,1,0,13247,4,24,5,0,4,3,2,3,2.75,3311.75,0.08343817713597816,Low
1402,43,0,True,False,1,0,4081,2,20,20,1,1,3,1,3,1.5,2040.5,0.2803331823403075,Low
1403,27,0,False,True,1,0,5769,2,6,6,4,4,4,3,3,3.75,2884.5,0.29991205967087065,Low
1405,27,0,True,False,1,1,2394,1,8,8,7,4,3,3,3,3.5,2394.0,0.3398767518497933,Medium
1407,26,1,True,False,0,0,3904,1,5,4,1,1,4,3,3,3.0,3904.0,0.06925287380091515,Low
1408,42,0,False,True,0,0,16799,4,21,20,0,3,1,3,3,2.5,4199.75,0.0033926227585469606,Low
1409,52,0,False,True,0,0,2950,1,12,5,0,3,1,1,3,2.0,2950.0,0.1730895916992527,Low
1411,37,0,True,False,0,0,3629,1,8,3,0,1,3,3,3,2.0,3629.0,0.15649979319696697,Low
1412,35,1,True,False,0,0,9362,3,10,2,2,3,4,3,3,3.25,3120.6666666666665,0.20045030694280216,Low
1415,25,1,False,True,0,0,3229,1,7,3,0,1,4,2,3,2.25,3229.0,0.31376607898882947,Medium
